"Year","District","Trespass","Theft","Battery","Narcotics","Assualt","Robbery","OtherOffense","Deceptive","CriminalDmg","Burglary","SexOffense","Weapons","Kidnapping","Interference","SexAssualt","VehicleTheft","Prostitution","Arson","PublicPeace","ChildrenOffense","Liquor","Intimidation","Stalking","Gambling","NonCriminal","Obscenity","PublicIndecency","Narcotic","Homicide","CCViolation","Trafficking","Ritualism","Domestic","Total"
2001,"District 10",559,2815,4554,2573,1358,963,1122,269,2074,1025,120,246,32,16,79,1286,91,79,87,114,70,22,16,23,0,0,0,0,48,0,0,0,0,19641
2001,"District 12",987,5540,4393,2261,1629,814,1338,634,2831,1461,120,274,35,19,75,1488,392,49,230,90,130,17,11,25,0,1,0,2,31,0,0,0,0,24877
2001,"District 18",1171,8993,2996,1593,893,526,933,1199,1666,814,85,103,20,28,50,619,538,9,139,48,71,3,5,2,0,2,1,0,9,0,0,0,0,22516
2001,"District 7",432,3568,7625,2472,2287,1151,1234,398,3163,1465,110,310,38,26,137,1401,227,75,135,134,56,14,10,84,0,1,1,0,45,0,0,0,0,26599
2001,"District 25",473,5120,4865,2276,1895,1294,1736,726,3416,1922,116,235,70,14,94,2413,560,100,178,165,131,17,9,50,0,1,0,1,38,0,0,1,0,27916
2001,"District 6",585,5006,5191,1766,1720,1213,1661,1147,2900,1520,118,242,61,25,107,1569,176,47,116,161,35,12,15,36,0,0,0,0,48,0,0,0,0,25477
2001,"District 5",353,2607,5279,1824,1879,745,1273,352,2492,1129,80,186,47,27,106,1020,178,50,121,130,30,15,8,38,0,0,0,0,36,0,0,1,0,20006
2001,"District 4",447,4224,5589,1979,2090,879,1622,604,3611,1301,90,329,80,16,112,1374,222,56,144,168,72,19,5,32,0,1,0,0,45,0,0,0,1,25112
2001,"District 24",337,3270,2647,1160,893,669,1181,609,2126,781,82,88,39,17,58,758,94,24,54,80,86,6,9,31,0,0,0,0,11,0,0,0,0,15110
2001,"District 16",451,3912,2160,557,876,246,1747,792,2527,1012,97,115,44,10,30,1121,14,20,96,46,94,7,9,19,0,3,1,0,5,0,0,0,0,16011
2001,"District 3",702,4190,5829,2132,1866,1142,1516,508,2813,1169,102,178,54,24,116,1357,141,42,101,129,52,12,14,83,0,0,0,0,36,0,0,0,0,24308
2001,"District 20",331,2201,1710,904,638,327,750,420,1275,533,75,38,14,11,32,427,95,15,70,26,69,2,7,8,0,1,0,0,7,0,0,0,0,9986
2001,"District 17",254,3399,2269,812,705,509,1031,454,2139,935,107,118,43,14,54,1222,80,37,86,64,86,11,9,35,0,1,0,0,10,0,0,0,0,14484
2001,"District 9",591,4125,4646,2438,1483,820,1476,512,3174,1795,125,282,35,21,75,1462,454,88,153,115,81,19,8,51,0,1,2,0,48,0,0,0,0,24080
2001,"District 2",1991,5991,7833,5720,2315,1413,1871,703,3178,1150,110,316,37,31,161,1527,504,35,118,142,78,9,15,108,0,0,2,0,40,0,0,1,0,35399
2001,"District 19",820,6758,3134,1213,1086,765,1390,1361,2613,1517,114,88,34,31,57,991,366,31,129,45,148,12,7,26,0,1,0,2,15,0,0,1,0,22755
2001,"District 1",767,7539,1121,405,561,246,863,1424,727,288,46,46,2,13,27,477,20,0,193,10,32,19,7,9,0,0,1,0,11,0,0,0,0,14854
2001,"District 15",288,2019,4127,5941,1185,745,1282,229,1722,583,59,206,20,20,101,889,227,45,77,122,69,9,9,104,0,0,0,0,38,0,0,1,0,20117
2001,"District 11",515,3097,5938,7978,1667,1243,1150,344,2191,866,66,316,36,17,101,1182,424,47,128,137,49,8,5,71,0,0,0,0,72,0,0,2,0,27650
2001,"District 22",306,2766,2728,1443,1112,509,1298,479,1875,844,92,121,72,7,45,888,53,25,96,85,47,13,4,26,0,0,0,0,18,0,0,0,0,14952
2001,"District 14",330,5464,3724,1212,1437,1121,1012,575,2837,1659,120,188,39,12,75,1531,737,50,162,94,82,15,7,20,0,3,1,0,31,0,0,1,0,22539
2001,"District 31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"District 21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"District 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"District 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"District 8",624,5834,4966,2501,1824,1362,2056,1046,5073,2410,132,293,33,53,97,1524,280,52,261,239,64,14,13,46,0,1,1,1,36,0,0,0,0,30836
2008,"District 10",364,2560,3644,2542,1176,682,1356,340,1983,893,67,182,20,30,70,914,249,44,270,91,77,16,14,90,0,0,0,0,39,0,0,0,0,17713
2008,"District 12",532,6193,3073,1553,1139,647,892,629,2666,1094,61,113,5,23,62,947,416,41,192,66,64,18,10,43,0,0,0,0,19,0,0,0,0,20498
2008,"District 18",925,7569,2234,696,549,468,663,1334,1507,653,56,50,6,25,40,482,279,4,73,24,61,11,4,10,0,0,1,0,5,0,0,0,0,17729
2008,"District 7",635,3693,6464,3678,1996,1283,1295,439,3287,1872,82,402,22,34,103,1170,443,51,123,158,31,9,11,91,0,0,0,0,46,0,0,0,0,27418
2008,"District 25",454,4508,4379,2437,1440,976,1765,798,3179,1662,115,233,24,31,89,1445,607,58,208,186,83,17,9,45,0,1,0,0,30,0,0,0,0,24779
2008,"District 6",635,4060,5118,3468,1733,1500,1619,741,2893,1712,79,281,18,41,91,1412,72,34,163,186,22,18,17,78,0,1,1,0,40,0,0,0,0,26033
2008,"District 5",482,2771,4101,1988,1603,777,1101,423,2670,1435,51,272,15,29,98,901,93,45,103,167,13,6,9,50,0,0,0,0,29,0,0,0,0,19232
2008,"District 4",495,3968,4885,2475,1830,1128,1687,712,3402,2056,76,313,27,17,103,1075,114,39,152,246,52,13,22,34,0,0,0,1,44,0,0,0,0,24966
2008,"District 24",461,2828,2117,1284,752,498,917,536,1745,737,49,84,12,21,47,423,99,11,80,79,28,5,8,23,0,1,0,0,8,0,0,0,0,12853
2008,"District 16",356,3793,2059,706,651,238,1825,804,2765,774,55,49,19,7,32,559,10,18,95,95,48,13,5,6,0,1,0,1,3,0,0,0,0,14987
2008,"District 3",1063,3033,4633,2066,1402,1124,1524,545,2460,1748,50,240,15,43,98,937,71,25,168,182,19,15,8,99,0,1,0,0,41,0,0,0,0,21610
2008,"District 20",181,1822,1192,480,424,229,554,327,880,375,32,31,0,2,30,315,12,6,56,27,16,8,6,9,0,0,0,0,2,0,0,0,0,7016
2008,"District 17",261,3071,2026,641,652,324,812,510,2130,864,55,60,13,14,36,750,41,32,109,85,46,9,6,3,0,0,0,4,5,0,0,0,0,12559
2008,"District 9",522,3699,3891,2217,1274,736,1221,542,2932,1307,118,284,23,25,86,1072,401,50,257,149,52,14,4,40,0,3,0,0,27,0,0,0,0,20946
2008,"District 2",748,3435,3433,1995,1224,755,1185,506,1771,912,54,168,13,42,61,724,440,10,63,104,12,15,6,73,0,0,0,0,24,0,0,0,0,17773
2008,"District 19",495,6568,2331,894,700,536,1005,1159,2263,1416,82,42,14,15,65,617,44,7,108,41,68,13,6,8,0,4,1,0,6,0,0,0,0,18508
2008,"District 1",1638,6533,1387,1324,620,374,793,1340,824,198,50,48,3,18,27,397,84,2,101,36,20,13,3,12,0,0,0,0,4,0,0,0,0,15849
2008,"District 15",392,2050,3796,5395,1123,762,1154,346,1694,683,46,197,19,38,86,562,197,31,118,110,32,9,3,249,0,0,0,0,30,0,0,0,0,19122
2008,"District 11",349,3129,5310,5961,1542,1179,1207,703,2412,866,54,283,17,40,94,1086,947,35,108,112,20,12,14,151,0,0,0,0,46,0,0,0,0,25677
2008,"District 22",364,2762,2489,1020,975,562,1039,501,2013,1221,51,144,30,9,51,711,12,16,97,140,14,9,10,33,0,0,0,0,17,0,0,0,0,14290
2008,"District 14",333,4547,2391,1171,814,558,862,570,2288,1328,65,106,10,23,49,853,229,33,108,82,70,4,2,6,0,0,0,5,12,0,0,0,0,16519
2008,"District 31",1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2008,"District 21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"District 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"District 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"District 8",655,5823,5304,2336,1828,1179,2077,1038,5202,2255,141,260,39,36,101,1868,425,66,303,221,47,21,16,66,0,2,0,0,36,0,0,0,0,31345
2005,"District 10",425,2811,4077,3560,1172,709,1095,265,2063,763,73,261,17,30,61,1001,313,35,198,150,74,12,12,52,0,0,0,0,35,0,0,0,0,19264
2005,"District 12",1140,5545,3674,2068,1245,683,1101,637,2725,1121,88,192,11,28,64,1174,421,25,142,91,64,12,5,17,0,2,0,0,14,0,0,0,0,22289
2005,"District 18",1627,6509,2311,1387,654,445,692,1246,1554,796,66,60,3,31,41,439,688,6,76,47,42,8,7,8,0,0,0,1,14,0,0,0,0,18758
2005,"District 7",525,3269,7008,4063,2071,978,1561,357,3195,1595,101,416,23,64,102,1342,219,55,132,195,37,12,5,102,0,0,0,0,37,0,0,0,0,27464
2005,"District 25",541,4615,4540,3228,1541,928,1767,629,3176,1751,122,296,38,82,92,1749,786,46,171,154,110,13,5,50,0,0,0,0,36,0,0,0,0,26466
2005,"District 6",877,4418,5335,2183,1762,1266,1725,812,2903,1526,93,203,16,27,122,1625,189,22,120,217,33,11,17,76,0,0,0,0,33,0,0,0,0,25611
2005,"District 5",448,2373,4710,2745,1546,760,1321,335,2815,1190,67,237,23,28,92,1003,220,32,66,226,23,16,13,42,0,1,0,0,32,0,0,1,0,20365
2005,"District 4",665,3824,5277,2419,1985,937,1895,609,3430,1476,94,323,28,24,107,1227,110,50,118,222,39,14,10,75,0,1,0,1,23,0,0,1,0,24984
2005,"District 24",405,3199,2345,1482,745,542,1122,475,1953,880,56,93,11,24,48,517,149,13,52,98,63,8,3,28,0,0,1,0,10,0,0,0,0,14322
2005,"District 16",578,3336,2001,693,710,213,1439,683,2446,873,80,64,24,14,28,734,35,33,109,74,36,10,5,13,0,0,0,1,1,0,0,0,0,14233
2005,"District 3",1381,3207,5169,3063,1666,1041,1586,493,2896,1542,80,193,21,18,109,1146,130,20,91,186,18,15,15,98,0,0,1,0,35,0,0,0,0,24220
2005,"District 20",363,2039,1342,707,472,257,663,372,1138,592,59,28,6,5,22,332,78,9,130,48,43,1,3,12,0,0,0,0,7,0,0,0,0,8728
2005,"District 17",380,2993,1981,851,658,345,926,436,1925,946,83,78,14,20,46,959,123,21,156,78,76,12,3,16,0,0,0,4,4,0,0,0,0,13134
2005,"District 9",534,3938,4480,2192,1413,778,1355,581,3234,1503,97,277,12,12,85,1265,494,60,216,176,53,12,8,65,0,0,0,0,25,0,0,0,0,22865
2005,"District 2",986,4033,4488,2477,1421,1036,1225,545,2290,1291,68,174,22,41,79,1116,310,27,67,143,15,16,6,58,0,0,0,0,24,0,0,0,0,21958
2005,"District 19",1007,5501,2441,1384,798,568,1167,1214,2233,1578,140,47,16,21,56,776,242,22,128,75,68,11,11,10,0,6,0,1,7,0,0,0,0,19528
2005,"District 1",2303,6452,1857,1695,719,356,838,1221,1051,324,62,54,3,16,30,473,60,3,89,33,23,6,9,14,0,0,0,0,5,0,0,0,0,17696
2005,"District 15",406,1922,4389,5251,1176,746,1053,226,1684,623,49,233,15,25,78,656,212,39,75,100,23,7,4,122,0,0,0,0,19,0,0,0,0,19133
2005,"District 11",674,3076,5794,9724,1544,1035,1136,410,2311,834,47,342,17,36,69,1176,576,37,73,108,29,15,13,124,0,3,2,0,34,0,0,0,0,29239
2005,"District 22",357,2656,2784,1477,943,569,1233,478,2151,846,64,146,19,18,61,916,34,22,107,135,37,11,9,25,0,1,0,1,10,0,0,0,0,15110
2005,"District 14",377,4146,2657,1249,997,676,1049,489,2172,1198,73,129,11,15,48,1003,310,47,111,97,52,15,13,5,0,3,0,0,12,0,0,0,0,16954
2005,"District 31",1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,"District 21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"District 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"District 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"District 8",668,5854,5245,2878,1942,1273,2075,946,5529,2036,125,321,22,36,120,1922,447,83,354,210,68,10,10,56,0,4,0,0,25,0,0,0,0,32259
2006,"District 10",281,2676,3726,3426,1041,677,1235,304,1906,660,73,198,12,19,60,886,423,62,271,119,91,15,9,100,0,1,0,0,37,0,0,0,0,18308
2006,"District 12",668,5831,3455,2156,1238,656,897,621,2907,920,69,140,7,22,55,1304,623,37,157,90,94,11,7,52,0,0,0,0,23,0,0,0,0,22040
2006,"District 18",1464,6700,2403,1150,623,444,691,1320,1571,702,65,47,5,37,34,455,449,6,104,57,48,7,8,16,0,1,0,0,5,0,0,2,0,18414
2006,"District 7",485,3385,6808,3998,1962,1015,1473,375,3310,1674,86,350,25,58,141,1313,448,51,107,160,47,14,12,150,0,1,0,0,34,0,0,0,0,27482
2006,"District 25",524,4392,4363,2496,1431,833,1799,699,3340,1641,88,245,20,118,77,1469,660,70,212,173,79,13,7,63,0,1,0,1,27,0,0,1,0,24842
2006,"District 6",761,4083,5201,2687,1694,1314,1671,691,2978,1404,66,222,27,45,94,1575,65,38,127,198,52,15,13,88,0,1,1,0,34,0,0,1,0,25146
2006,"District 5",503,2445,4374,2768,1497,831,1213,350,2750,1081,68,287,17,29,87,1078,118,42,74,185,27,14,8,56,0,1,1,0,42,0,0,0,0,19946
2006,"District 4",672,4220,5158,2950,1756,950,1710,596,3765,1566,75,299,21,27,96,1418,96,33,125,242,55,14,22,77,0,0,0,0,37,0,0,1,0,25981
2006,"District 24",506,3344,2181,1414,740,488,999,497,2000,852,49,96,11,23,36,490,193,19,64,74,69,8,4,23,0,0,0,0,6,0,0,0,0,14186
2006,"District 16",456,3322,1951,658,692,202,1851,658,2639,746,54,43,16,21,25,632,38,20,78,93,47,10,11,20,0,1,0,1,4,0,0,0,0,14289
2006,"District 3",1153,3156,4966,2787,1477,1016,1525,495,3045,1475,75,204,20,41,92,1272,191,32,152,205,18,18,5,104,0,1,1,0,37,0,0,1,0,23564
2006,"District 20",330,2061,1242,697,411,250,630,339,1180,412,35,29,10,5,22,279,46,9,97,32,36,10,1,16,0,0,0,0,1,0,0,0,0,8180
2006,"District 17",316,2968,2069,722,661,380,882,415,2269,876,99,72,11,29,34,690,150,19,202,86,59,12,9,18,0,1,0,2,3,0,0,0,0,13054
2006,"District 9",605,3996,4218,2699,1361,746,1211,587,3444,1615,86,260,25,36,82,1184,670,43,276,155,45,15,6,93,0,1,0,0,35,0,0,0,0,23494
2006,"District 2",868,3582,4101,1863,1413,965,1180,558,2144,1340,81,158,11,28,82,1108,406,18,74,105,17,15,5,47,0,0,0,0,16,0,0,0,0,20185
2006,"District 19",691,5706,2421,1258,763,521,1120,1104,2496,1397,90,44,9,24,72,698,168,18,99,70,78,9,9,10,0,0,0,1,5,0,0,0,0,18881
2006,"District 1",2007,6522,1704,1617,638,413,765,1136,1078,251,42,42,8,37,19,422,38,8,85,37,27,19,10,14,0,0,0,0,9,0,0,0,0,16948
2006,"District 15",399,1875,4271,6457,1186,760,1029,304,1748,452,38,212,16,29,56,751,386,26,92,99,42,7,2,152,0,0,0,1,25,0,0,0,0,20415
2006,"District 11",453,3139,5378,8255,1470,1030,1042,543,2428,1073,77,307,15,49,71,1271,1153,38,108,126,42,10,12,168,0,0,0,0,38,0,0,1,0,28297
2006,"District 22",335,2627,2738,1547,945,594,1198,481,2176,884,50,120,15,17,50,719,20,17,95,144,20,10,6,31,0,3,1,0,18,0,0,0,0,14861
2006,"District 14",360,4353,2689,1329,1004,610,904,536,2420,1267,70,125,16,28,53,882,246,37,115,84,74,20,10,14,0,0,0,3,16,0,0,0,0,17265
2006,"District 31",0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,"District 21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"District 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"District 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"District 8",611,5710,5192,2757,1843,1147,1894,1011,5113,2234,103,304,24,34,113,1543,624,62,308,270,71,22,12,60,0,1,0,0,29,0,0,0,0,31092
2007,"District 10",332,2765,3784,2993,1147,622,1498,273,1989,674,65,142,10,23,67,855,331,48,341,101,108,14,10,107,0,0,0,0,27,0,0,0,0,18326
2007,"District 12",634,5639,3320,1977,1245,585,943,639,2664,1032,81,137,15,29,50,1074,384,27,195,83,73,13,8,47,0,0,0,1,16,0,0,0,0,20911
2007,"District 18",1090,7088,2349,977,646,465,704,1290,1670,642,53,59,5,37,37,469,320,7,94,35,77,6,7,14,0,0,2,0,2,0,0,0,0,18145
2007,"District 7",561,3551,6767,3722,2081,1184,1333,478,3243,1962,88,324,16,41,146,1007,411,50,96,171,29,2,6,142,0,0,0,0,40,0,0,0,0,27451
2007,"District 25",555,4190,4529,2363,1464,834,1793,809,3197,1611,102,228,19,65,97,1477,610,82,324,199,77,15,10,34,0,1,0,0,22,0,0,1,0,24708
2007,"District 6",882,4107,5386,4122,1767,1311,1591,806,2940,1657,72,264,23,51,100,1228,56,23,139,242,43,17,21,110,0,1,0,0,38,0,0,0,0,26997
2007,"District 5",493,2565,4372,3231,1604,763,1255,359,2694,1412,50,294,25,31,87,907,216,36,89,179,22,13,19,65,0,0,0,0,35,0,0,0,0,20816
2007,"District 4",584,3913,5251,2650,1837,1079,1648,738,3541,1705,75,249,18,16,122,1219,100,53,188,252,84,27,20,54,0,0,0,1,29,0,0,0,0,25453
2007,"District 24",488,2974,2191,1293,627,390,877,488,1999,757,54,73,7,16,38,374,116,11,60,82,45,4,4,15,0,1,0,0,11,0,0,0,0,12995
2007,"District 16",405,3189,2029,666,730,244,1934,780,2422,646,63,51,18,12,31,610,34,28,104,79,41,15,6,9,0,1,0,0,5,0,0,0,0,14152
2007,"District 3",1119,2917,4953,2707,1549,1214,1525,594,2658,1593,68,219,23,71,113,1048,152,40,172,189,40,11,17,82,0,1,0,0,32,0,0,0,0,23107
2007,"District 20",275,1797,1201,675,408,190,584,286,1021,341,36,18,4,8,22,261,25,8,69,32,20,5,2,10,0,1,1,0,1,0,0,0,0,7301
2007,"District 17",308,2651,2001,740,603,337,863,404,1819,967,71,67,20,10,38,678,40,22,127,95,31,11,5,11,0,0,0,1,5,0,0,0,0,11925
2007,"District 9",549,3750,4072,2580,1321,598,1105,541,3177,1270,116,202,15,36,82,854,682,55,296,161,114,20,4,78,0,2,0,0,32,0,0,0,0,21712
2007,"District 2",891,3688,3824,2365,1317,895,1185,556,1854,1000,51,140,18,30,89,806,334,8,80,118,14,13,7,61,0,0,1,0,19,0,0,0,0,19364
2007,"District 19",723,5974,2399,1236,721,479,1031,1084,2377,1293,102,44,3,18,44,598,124,7,136,67,85,2,6,18,0,0,0,6,13,0,0,0,0,18590
2007,"District 1",1676,6350,1515,1021,698,408,825,1131,1059,274,55,42,5,19,21,327,22,4,96,36,34,10,6,8,0,0,0,1,4,0,0,0,0,15647
2007,"District 15",386,1902,4083,6411,1265,665,1171,330,1677,550,39,197,22,32,61,641,304,33,86,125,53,8,8,271,0,1,0,0,23,0,0,0,0,20344
2007,"District 11",385,3272,5335,7406,1482,1019,1080,518,2295,858,55,252,15,62,79,1002,890,46,98,136,21,11,18,177,0,0,0,1,42,0,0,0,0,26555
2007,"District 22",414,2838,2563,1394,1016,488,1131,493,2142,1111,41,169,19,22,47,741,11,31,101,128,11,6,11,31,0,0,0,0,17,0,0,0,0,14976
2007,"District 14",338,4326,2475,1162,943,533,893,506,2194,1269,81,79,6,14,46,854,301,31,116,82,77,10,6,5,0,1,1,1,6,0,0,0,0,16356
2007,"District 31",0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2007,"District 21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"District 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"District 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"District 8",464,6577,5544,1954,2009,1225,2312,953,4771,2333,155,294,69,13,105,2451,298,80,118,187,75,9,12,34,0,2,0,0,37,0,0,0,0,32081
2002,"District 10",371,2744,4594,2668,1277,984,1168,235,2226,914,94,290,22,11,72,1096,201,57,115,113,109,18,13,33,0,1,0,1,40,0,0,0,0,19467
2002,"District 12",910,6263,4211,2039,1471,871,1453,642,2827,1172,100,235,10,16,68,1525,334,56,172,100,105,22,9,16,0,1,0,0,32,0,0,0,0,24660
2002,"District 18",1200,8781,2912,1507,898,583,1029,1414,1684,826,72,105,16,24,55,498,545,10,83,48,58,5,7,6,0,2,2,0,13,0,0,0,0,22383
2002,"District 7",414,3393,8082,3376,2494,1161,1586,407,3144,1287,94,355,31,25,162,1303,249,59,130,165,34,15,5,96,0,0,0,0,63,0,0,2,0,28132
2002,"District 25",475,5206,4781,2596,1764,1218,1845,665,3385,1969,123,262,58,15,102,2014,701,109,160,164,83,19,9,53,0,3,1,0,40,0,0,0,0,27820
2002,"District 6",651,4718,5375,1991,1821,1273,1858,724,2910,1309,114,208,65,17,127,1590,92,54,88,168,28,19,16,57,0,2,0,0,39,0,0,0,0,25314
2002,"District 5",412,2777,5622,1947,2030,761,1511,292,2611,1062,110,203,50,18,106,835,288,61,111,160,14,27,12,41,0,0,0,0,32,0,0,0,0,21093
2002,"District 4",662,4215,5695,1956,2183,1046,2001,481,3728,1239,99,298,89,15,108,1374,91,50,115,203,55,36,15,23,0,1,0,0,44,0,0,0,0,25822
2002,"District 24",365,3377,2597,1108,839,635,1287,552,1973,1002,83,73,27,10,60,663,107,29,52,91,50,6,5,50,0,3,0,1,10,0,0,0,0,15055
2002,"District 16",559,3961,2072,635,863,253,1717,740,2755,1049,85,113,41,17,37,821,34,28,113,48,78,7,9,15,0,3,0,1,7,0,0,0,0,16061
2002,"District 3",734,3521,5671,2273,1911,1121,1789,450,2741,1124,94,192,38,14,111,1118,121,45,96,199,21,15,9,91,0,0,2,1,37,0,0,0,0,23539
2002,"District 20",318,2196,1560,681,559,292,776,372,1099,453,59,39,23,6,23,352,73,11,107,31,97,5,2,11,0,1,0,0,6,0,0,0,0,9152
2002,"District 17",339,3430,2187,690,667,429,1265,449,1986,1179,116,114,21,14,57,1058,119,44,69,52,79,6,12,30,0,1,0,0,12,0,0,0,0,14425
2002,"District 9",508,4128,4912,2628,1629,863,1427,518,3256,1537,118,281,45,19,90,1505,471,68,145,160,116,22,7,48,0,2,1,0,40,0,0,0,0,24544
2002,"District 2",1866,5236,6779,4125,1983,1252,1873,630,2771,1393,99,222,26,24,128,1356,245,51,90,114,29,12,5,89,0,1,0,0,25,0,0,0,0,30424
2002,"District 19",1000,6997,2932,1306,1083,757,1539,1326,2435,1702,152,95,21,20,62,799,311,32,101,60,105,8,11,28,0,2,0,1,17,0,0,0,0,22902
2002,"District 1",1046,6998,1393,597,689,323,1091,1196,740,353,67,48,9,14,20,397,15,10,178,20,36,20,11,7,0,0,0,0,12,0,0,0,0,15290
2002,"District 15",271,2012,4492,5738,1246,718,1219,284,1724,578,65,215,31,18,79,800,543,47,72,93,71,12,7,71,0,0,1,0,45,0,0,0,0,20452
2002,"District 11",599,3052,6322,9236,1776,1329,1282,322,2318,832,86,332,37,18,127,1166,642,48,98,162,43,20,11,130,0,0,1,0,70,0,0,0,0,30059
2002,"District 22",385,3028,2887,1506,1056,516,1335,422,2065,823,74,135,72,14,50,947,6,19,93,125,45,24,9,28,0,1,0,0,15,0,0,0,0,15680
2002,"District 14",331,5717,3532,1232,1273,912,1236,636,2791,1487,108,172,28,19,80,1453,922,64,151,108,83,10,4,14,0,0,0,0,21,0,0,0,0,22384
2002,"District 31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"District 21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"District 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"District 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"District 8",665,6445,5384,2269,1873,1240,2209,1012,4782,2316,146,251,39,22,84,2070,281,102,140,194,53,20,13,60,0,1,0,0,27,0,0,0,0,31698
2003,"District 10",358,3145,4314,2870,1200,802,1114,246,2091,753,68,209,18,19,61,1087,225,44,122,149,105,15,3,18,0,2,0,0,50,0,0,0,0,19088
2003,"District 12",1014,6844,3889,2206,1399,732,1435,680,2808,1144,130,205,14,17,46,1450,474,56,126,107,128,15,15,28,0,2,0,0,31,0,0,0,0,24995
2003,"District 18",1073,8133,2608,1033,769,499,831,1270,1743,883,72,79,6,19,43,476,599,7,67,65,62,7,5,8,0,0,2,0,12,0,0,0,0,20371
2003,"District 7",417,3666,7308,3653,2335,1214,1545,412,3265,1399,98,361,27,37,135,1201,159,82,151,178,26,16,9,134,0,0,0,0,51,0,0,0,0,27879
2003,"District 25",601,5704,4683,2984,1627,1217,1700,632,3509,1852,146,287,43,23,95,1820,840,89,151,176,79,12,5,59,1,0,0,1,29,0,0,0,0,28365
2003,"District 6",724,4929,5112,2192,1801,1324,1852,728,2764,1405,93,229,65,22,94,1502,82,32,87,223,41,22,28,79,0,1,0,0,29,0,0,1,0,25461
2003,"District 5",337,2679,5274,2023,1781,659,1447,282,2457,1066,80,214,71,26,84,751,201,48,82,227,17,31,14,53,0,0,0,0,45,0,0,1,0,19950
2003,"District 4",621,4409,5337,2078,2202,994,2145,548,3536,1419,112,300,86,9,124,1406,142,75,139,278,42,31,16,50,0,0,0,0,44,0,0,0,0,26143
2003,"District 24",411,3095,2326,1112,680,598,1144,503,1964,893,64,92,20,18,48,510,139,18,71,108,61,9,5,38,0,0,0,1,8,0,0,0,0,13936
2003,"District 16",531,3890,1983,810,730,243,1635,711,2962,950,82,52,25,8,31,858,84,20,88,62,75,12,9,18,0,2,1,0,1,0,0,0,0,15873
